detector_id,day,time,volume
1,1,18:00:00,3276
1,1,18:05:00,2982
1,1,18:10:00,2623
1,1,18:15:00,3128
1,1,18:20:00,3057
1,1,18:25:00,2706
1,1,18:30:00,2885
1,1,18:35:00,2642
1,1,18:40:00,2659
1,1,18:45:00,2337
1,1,18:50:00,2354
1,1,18:55:00,2654
1,1,19:00:00,2708
1,1,19:05:00,2457
1,1,19:10:00,2219
1,1,19:15:00,2345
1,1,19:20:00,2088
1,1,19:25:00,2227
1,1,19:30:00,2156
1,1,19:35:00,1939
1,1,19:40:00,1989
1,1,19:45:00,1976
1,1,19:50:00,1918
1,1,19:55:00,2296
1,1,20:00:00,2135
1,1,20:05:00,2590
1,1,20:10:00,2091
1,1,20:15:00,2235
1,1,20:20:00,2032
1,1,20:25:00,1920
1,1,20:30:00,2120
1,1,20:35:00,1846
1,1,20:40:00,2306
1,1,20:45:00,1931
1,1,20:50:00,1788
1,1,20:55:00,2092
1,1,21:00:00,1645
1,1,21:05:00,1874
1,1,21:10:00,1949
1,1,21:15:00,1644
1,1,21:20:00,2308
1,1,21:25:00,2034
1,1,21:30:00,1861
1,1,21:35:00,1685
1,1,21:40:00,1693
1,1,21:45:00,1737
1,1,21:50:00,1647
1,1,21:55:00,1556
1,1,22:00:00,1814
1,1,22:05:00,1218
1,1,22:10:00,1294
1,1,22:15:00,1119
1,1,22:20:00,1395
1,1,22:25:00,1056
1,1,22:30:00,1302
1,1,22:35:00,1118
1,1,22:40:00,1202
1,1,22:45:00,1082
1,1,22:50:00,1043
1,1,22:55:00,1175
1,1,23:00:00,959
1,1,23:05:00,754
1,1,23:10:00,855
1,1,23:15:00,1072
1,1,23:20:00,900
1,1,23:25:00,866
1,1,23:30:00,853
1,1,23:35:00,781
1,1,23:40:00,874
1,1,23:45:00,750
1,1,23:50:00,630
1,1,23:55:00,960
1,2,00:00:00,555
1,2,00:05:00,879
1,2,00:10:00,820
1,2,00:15:00,744
1,2,00:20:00,785
1,2,00:25:00,587
1,2,00:30:00,756
1,2,00:35:00,755
1,2,00:40:00,775
1,2,00:45:00,612
1,2,00:50:00,600
1,2,00:55:00,621
1,2,01:00:00,722
1,2,01:05:00,676
1,2,01:10:00,659
1,2,01:15:00,486
1,2,01:20:00,681
1,2,01:25:00,882
1,2,01:30:00,734
1,2,01:35:00,592
1,2,01:40:00,649
1,2,01:45:00,720
1,2,01:50:00,1132
1,2,01:55:00,764
1,2,02:00:00,633
1,2,02:05:00,974
1,2,02:10:00,891
1,2,02:15:00,821
1,2,02:20:00,1277
1,2,02:25:00,864
1,2,02:30:00,956
1,2,02:35:00,853
1,2,02:40:00,908
1,2,02:45:00,1234
1,2,02:50:00,1332
1,2,02:55:00,1566
1,2,03:00:00,1432
1,2,03:05:00,1854
1,2,03:10:00,1688
1,2,03:15:00,1856
1,2,03:20:00,1819
1,2,03:25:00,1704
1,2,03:30:00,2372
1,2,03:35:00,2313
1,2,03:40:00,2152
1,2,03:45:00,2551
1,2,03:50:00,2065
1,2,03:55:00,2204
1,2,04:00:00,2128
1,2,04:05:00,2385
1,2,04:10:00,2175
1,2,04:15:00,2549
1,2,04:20:00,2592
1,2,04:25:00,2942
1,2,04:30:00,2946
1,2,04:35:00,3071
1,2,04:40:00,3345
1,2,04:45:00,3370
1,2,04:50:00,2955
1,2,04:55:00,3418
1,2,05:00:00,3181
1,2,05:05:00,3001
1,2,05:10:00,3253
1,2,05:15:00,3516
1,2,05:20:00,3606
1,2,05:25:00,3717
1,2,05:30:00,3919
1,2,05:35:00,4535
1,2,05:40:00,4670
1,2,05:45:00,4209
1,2,05:50:00,3175
1,2,05:55:00,3158
1,2,06:00:00,2297
1,2,06:05:00,2268
1,2,06:10:00,2250
1,2,06:15:00,3226
1,2,06:20:00,3279
1,2,06:25:00,3701
1,2,06:30:00,4429
1,2,06:35:00,4644
1,2,06:40:00,4966
1,2,06:45:00,3858
1,2,06:50:00,4736
1,2,06:55:00,4181
1,2,07:00:00,4154
1,2,07:05:00,4329
1,2,07:10:00,4626
1,2,07:15:00,4090
1,2,07:20:00,3597
1,2,07:25:00,3876
1,2,07:30:00,3451
1,2,07:35:00,4335
1,2,07:40:00,3810
1,2,07:45:00,3698
1,2,07:50:00,3608
1,2,07:55:00,4192
1,2,08:00:00,3793
1,2,08:05:00,2968
1,2,08:10:00,3348
1,2,08:15:00,3654
1,2,08:20:00,3616
1,2,08:25:00,3759
1,2,08:30:00,3373
1,2,08:35:00,4006
1,2,08:40:00,3614
1,2,08:45:00,3496
1,2,08:50:00,2491
1,2,08:55:00,2284
1,2,09:00:00,2134
1,2,09:05:00,2118
1,2,09:10:00,2296
1,2,09:15:00,2333
1,2,09:20:00,2370
1,2,09:25:00,2252
1,2,09:30:00,2454
1,2,09:35:00,2236
1,2,09:40:00,2547
1,2,09:45:00,3907
1,2,09:50:00,3921
1,2,09:55:00,3841
1,2,10:00:00,4204
1,2,10:05:00,3461
1,2,10:10:00,3208
1,2,10:15:00,3334
1,2,10:20:00,3484
1,2,10:25:00,3608
1,2,10:30:00,2470
1,2,10:35:00,3243
1,2,10:40:00,3381
1,2,10:45:00,3179
1,2,10:50:00,2988
1,2,10:55:00,2922
1,2,11:00:00,3635
1,2,11:05:00,2843
1,2,11:10:00,3503
1,2,11:15:00,3766
1,2,11:20:00,3731
1,2,11:25:00,3415
1,2,11:30:00,3152
1,2,11:35:00,3614
1,2,11:40:00,3546
1,2,11:45:00,3443
1,2,11:50:00,3720
1,2,11:55:00,3481
1,2,12:00:00,3403
1,2,12:05:00,3527
1,2,12:10:00,3595
1,2,12:15:00,3394
1,2,12:20:00,3684
1,2,12:25:00,3763
1,2,12:30:00,4116
1,2,12:35:00,3884
1,2,12:40:00,3877
1,2,12:45:00,3950
1,2,12:50:00,3984
1,2,12:55:00,4301
1,2,13:00:00,4095
1,2,13:05:00,4111
1,2,13:10:00,4110
1,2,13:15:00,4238
1,2,13:20:00,4169
1,2,13:25:00,3958
1,2,13:30:00,4622
1,2,13:35:00,4432
1,2,13:40:00,4697
1,2,13:45:00,4120
1,2,13:50:00,4021
1,2,13:55:00,3935
1,2,14:00:00,3969
1,2,14:05:00,3341
1,2,14:10:00,4178
1,2,14:15:00,4155
1,2,14:20:00,3982
1,2,14:25:00,4297
1,2,14:30:00,4122
1,2,14:35:00,4197
1,2,14:40:00,3886
1,2,14:45:00,4087
1,2,14:50:00,4239
1,2,14:55:00,4130
1,2,15:00:00,3884
1,2,15:05:00,4089
1,2,15:10:00,4003
1,2,15:15:00,3184
1,2,15:20:00,4348
1,2,15:25:00,3540
1,2,15:30:00,3431
1,2,15:35:00,4102
1,2,15:40:00,4524
1,2,15:45:00,3858
1,2,15:50:00,4714
1,2,15:55:00,4484
1,2,16:00:00,3960
1,2,16:05:00,4627
1,2,16:10:00,4361
1,2,16:15:00,4106
1,2,16:20:00,3691
1,2,16:25:00,3978
1,2,16:30:00,4751
1,2,16:35:00,4170
1,2,16:40:00,4474
1,2,16:45:00,3701
1,2,16:50:00,4139
1,2,16:55:00,4154
1,2,17:00:00,4140
1,2,17:05:00,3780
1,2,17:10:00,3948
1,2,17:15:00,3612
1,2,17:20:00,4115
1,2,17:25:00,4333
1,2,17:30:00,3535
1,2,17:35:00,4356
1,2,17:40:00,3860
1,2,17:45:00,3786
1,2,17:50:00,3690
1,2,17:55:00,4029
1,2,18:00:00,4148
1,2,18:05:00,3536
1,2,18:10:00,3475
1,2,18:15:00,3319
1,2,18:20:00,3189
1,2,18:25:00,2587
1,2,18:30:00,3144
1,2,18:35:00,3143
1,2,18:40:00,2835
1,2,18:45:00,2981
1,2,18:50:00,3377
1,2,18:55:00,3049
1,2,19:00:00,2966
1,2,19:05:00,2960
1,2,19:10:00,3230
1,2,19:15:00,2645
1,2,19:20:00,2675
1,2,19:25:00,3033
1,2,19:30:00,2492
1,2,19:35:00,2836
1,2,19:40:00,2601
1,2,19:45:00,2661
1,2,19:50:00,2209
1,2,19:55:00,2567
1,2,20:00:00,2586
1,2,20:05:00,2587
1,2,20:10:00,2223
1,2,20:15:00,2347
1,2,20:20:00,2650
1,2,20:25:00,2139
1,2,20:30:00,1984
1,2,20:35:00,2410
1,2,20:40:00,1859
1,2,20:45:00,2088
1,2,20:50:00,1977
1,2,20:55:00,1806
1,2,21:00:00,1971
1,2,21:05:00,2045
1,2,21:10:00,1718
1,2,21:15:00,1914
1,2,21:20:00,2214
1,2,21:25:00,1649
1,2,21:30:00,1902
1,2,21:35:00,2064
1,2,21:40:00,1736
1,2,21:45:00,1674
1,2,21:50:00,2014
1,2,21:55:00,1460
1,2,22:00:00,1542
1,2,22:05:00,1723
1,2,22:10:00,1721
1,2,22:15:00,1319
1,2,22:20:00,1558
1,2,22:25:00,1800
1,2,22:30:00,1076
1,2,22:35:00,1369
1,2,22:40:00,1496
1,2,22:45:00,1341
1,2,22:50:00,1033
1,2,22:55:00,1182
1,2,23:00:00,1303
1,2,23:05:00,1063
1,2,23:10:00,1136
1,2,23:15:00,1093
1,2,23:20:00,925
1,2,23:25:00,839
1,2,23:30:00,886
1,2,23:35:00,788
1,2,23:40:00,907
1,2,23:45:00,1006
1,2,23:50:00,612
1,2,23:55:00,829
1,3,00:00:00,860
1,3,00:05:00,603
1,3,00:10:00,719
1,3,00:15:00,701
1,3,00:20:00,764
1,3,00:25:00,547
1,3,00:30:00,810
1,3,00:35:00,832
1,3,00:40:00,726
1,3,00:45:00,629
1,3,00:50:00,680
1,3,00:55:00,634
1,3,01:00:00,523
1,3,01:05:00,325
1,3,01:10:00,683
1,3,01:15:00,777
1,3,01:20:00,628
1,3,01:25:00,451
1,3,01:30:00,472
1,3,01:35:00,679
1,3,01:40:00,561
1,3,01:45:00,526
1,3,01:50:00,771
1,3,01:55:00,661
1,3,02:00:00,588
1,3,02:05:00,754
1,3,02:10:00,518
1,3,02:15:00,608
1,3,02:20:00,945
1,3,02:25:00,837
1,3,02:30:00,902
1,3,02:35:00,467
1,3,02:40:00,770
1,3,02:45:00,594
1,3,02:50:00,591
1,3,02:55:00,740
1,3,03:00:00,801
1,3,03:05:00,617
1,3,03:10:00,727
1,3,03:15:00,777
1,3,03:20:00,965
1,3,03:25:00,967
1,3,03:30:00,1147
1,3,03:35:00,1311
1,3,03:40:00,999
1,3,03:45:00,1264
1,3,03:50:00,1359
1,3,03:55:00,1208
1,3,04:00:00,1007
1,3,04:05:00,1262
1,3,04:10:00,1426
1,3,04:15:00,1522
1,3,04:20:00,1615
1,3,04:25:00,1354
1,3,04:30:00,1795
1,3,04:35:00,1609
1,3,04:40:00,1993
1,3,04:45:00,1960
1,3,04:50:00,1636
1,3,04:55:00,1480
1,3,05:00:00,1739
1,3,05:05:00,1913
1,3,05:10:00,1658
1,3,05:15:00,1848
1,3,05:20:00,2306
1,3,05:25:00,1731
1,3,05:30:00,2354
1,3,05:35:00,2346
1,3,05:40:00,2354
1,3,05:45:00,2431
1,3,05:50:00,2102
1,3,05:55:00,2225
1,3,06:00:00,1732
1,3,06:05:00,2002
1,3,06:10:00,2173
1,3,06:15:00,2284
1,3,06:20:00,2056
1,3,06:25:00,2233
1,3,06:30:00,2666
1,3,06:35:00,2468
1,3,06:40:00,2652
1,3,06:45:00,2580
1,3,06:50:00,2538
1,3,06:55:00,2746
1,3,07:00:00,2821
1,3,07:05:00,2564
1,3,07:10:00,2606
1,3,07:15:00,3094
1,3,07:20:00,2217
1,3,07:25:00,3003
1,3,07:30:00,2490
1,3,07:35:00,3016
1,3,07:40:00,3050
1,3,07:45:00,2770
1,3,07:50:00,2686
1,3,07:55:00,2707
1,3,08:00:00,2680
1,3,08:05:00,2810
1,3,08:10:00,2723
1,3,08:15:00,2700
1,3,08:20:00,2649
1,3,08:25:00,2659
1,3,08:30:00,3700
1,3,08:35:00,2997
1,3,08:40:00,3010
1,3,08:45:00,3148
1,3,08:50:00,3207
1,3,08:55:00,2838
1,3,09:00:00,3386
1,3,09:05:00,3147
1,3,09:10:00,3120
1,3,09:15:00,3529
1,3,09:20:00,3395
1,3,09:25:00,3419
1,3,09:30:00,3362
1,3,09:35:00,3582
1,3,09:40:00,3600
1,3,09:45:00,4019
1,3,09:50:00,3334
1,3,09:55:00,3364
1,3,10:00:00,3844
1,3,10:05:00,3363
1,3,10:10:00,3683
1,3,10:15:00,3943
1,3,10:20:00,3642
1,3,10:25:00,3443
1,3,10:30:00,3253
1,3,10:35:00,4205
1,3,10:40:00,3825
1,3,10:45:00,3968
1,3,10:50:00,4547
1,3,10:55:00,4049
1,3,11:00:00,3384
1,3,11:05:00,4355
1,3,11:10:00,4390
1,3,11:15:00,3741
1,3,11:20:00,3593
1,3,11:25:00,4014
1,3,11:30:00,4455
1,3,11:35:00,4484
1,3,11:40:00,4101
1,3,11:45:00,4700
1,3,11:50:00,3814
1,3,11:55:00,3880
1,3,12:00:00,3984
1,3,12:05:00,4356
1,3,12:10:00,4189
1,3,12:15:00,3736
1,3,12:20:00,4047
1,3,12:25:00,3754
1,3,12:30:00,3959
1,3,12:35:00,3767
1,3,12:40:00,4277
1,3,12:45:00,4093
1,3,12:50:00,3864
1,3,12:55:00,3645
1,3,13:00:00,3604
1,3,13:05:00,3666
1,3,13:10:00,4017
1,3,13:15:00,4506
1,3,13:20:00,4314
1,3,13:25:00,4163
1,3,13:30:00,4140
1,3,13:35:00,4295
1,3,13:40:00,4272
1,3,13:45:00,4337
1,3,13:50:00,4073
1,3,13:55:00,3803
1,3,14:00:00,3532
1,3,14:05:00,3614
1,3,14:10:00,4083
1,3,14:15:00,3766
1,3,14:20:00,4300
1,3,14:25:00,4199
1,3,14:30:00,3972
1,3,14:35:00,3967
1,3,14:40:00,3651
1,3,14:45:00,4034
1,3,14:50:00,3833
1,3,14:55:00,4092
1,3,15:00:00,3902
1,3,15:05:00,3854
1,3,15:10:00,4037
1,3,15:15:00,3998
1,3,15:20:00,4305
1,3,15:25:00,4023
1,3,15:30:00,3942
1,3,15:35:00,3924
1,3,15:40:00,3523
1,3,15:45:00,3513
1,3,15:50:00,3698
1,3,15:55:00,3923
1,3,16:00:00,3517
1,3,16:05:00,3824
1,3,16:10:00,3378
1,3,16:15:00,3811
1,3,16:20:00,3787
1,3,16:25:00,3648
1,3,16:30:00,3238
1,3,16:35:00,3349
1,3,16:40:00,3781
1,3,16:45:00,3297
1,3,16:50:00,3475
1,3,16:55:00,3185
1,3,17:00:00,3169
1,3,17:05:00,3396
1,3,17:10:00,3142
1,3,17:15:00,3191
1,3,17:20:00,3412
1,3,17:25:00,3148
1,3,17:30:00,3049
1,3,17:35:00,3013
1,3,17:40:00,3090
1,3,17:45:00,3186
1,3,17:50:00,3005
1,3,17:55:00,2865
1,3,18:00:00,3100
1,3,18:05:00,2857
1,3,18:10:00,2971
1,3,18:15:00,2858
1,3,18:20:00,2589
1,3,18:25:00,2520
1,3,18:30:00,2511
1,3,18:35:00,2567
1,3,18:40:00,2686
1,3,18:45:00,2349
1,3,18:50:00,2743
1,3,18:55:00,2398
1,3,19:00:00,2707
1,3,19:05:00,2024
1,3,19:10:00,2469
1,3,19:15:00,2379
1,3,19:20:00,2555
1,3,19:25:00,2214
1,3,19:30:00,2105
1,3,19:35:00,2232
1,3,19:40:00,2549
1,3,19:45:00,2112
1,3,19:50:00,2282
1,3,19:55:00,2062
1,3,20:00:00,1986
1,3,20:05:00,2425
1,3,20:10:00,2350
1,3,20:15:00,2590
1,3,20:20:00,2410
1,3,20:25:00,1677
1,3,20:30:00,2221
1,3,20:35:00,2169
1,3,20:40:00,1692
1,3,20:45:00,2289
1,3,20:50:00,2248
1,3,20:55:00,2461
1,3,21:00:00,1948
1,3,21:05:00,2110
1,3,21:10:00,2271
1,3,21:15:00,2212
1,3,21:20:00,1923
1,3,21:25:00,2228
1,3,21:30:00,1834
1,3,21:35:00,2329
1,3,21:40:00,1874
1,3,21:45:00,1956
1,3,21:50:00,1845
1,3,21:55:00,2029
1,3,22:00:00,1612
1,3,22:05:00,1940
1,3,22:10:00,2440
1,3,22:15:00,1791
1,3,22:20:00,1913
1,3,22:25:00,1980
1,3,22:30:00,1877
1,3,22:35:00,1727
1,3,22:40:00,1652
1,3,22:45:00,1477
1,3,22:50:00,1421
1,3,22:55:00,1737
1,3,23:00:00,1474
1,3,23:05:00,1750
1,3,23:10:00,1462
1,3,23:15:00,1556
1,3,23:20:00,1415
1,3,23:25:00,1283
1,3,23:30:00,1150
1,3,23:35:00,1176
1,3,23:40:00,1109
1,3,23:45:00,1157
1,3,23:50:00,1003
1,3,23:55:00,862
1,4,00:00:00,899
1,4,00:05:00,906
1,4,00:10:00,802
1,4,00:15:00,928
1,4,00:20:00,1167
1,4,00:25:00,1072
1,4,00:30:00,861
1,4,00:35:00,912
1,4,00:40:00,679
1,4,00:45:00,648
1,4,00:50:00,600
1,4,00:55:00,527
1,4,01:00:00,541
1,4,01:05:00,644
1,4,01:10:00,859
1,4,01:15:00,693
1,4,01:20:00,526
1,4,01:25:00,510
1,4,01:30:00,401
1,4,01:35:00,619
1,4,01:40:00,623
1,4,01:45:00,599
1,4,01:50:00,748
1,4,01:55:00,777
1,4,02:00:00,512
1,4,02:05:00,633
1,4,02:10:00,780
1,4,02:15:00,602
1,4,02:20:00,949
1,4,02:25:00,617
1,4,02:30:00,498
1,4,02:35:00,664
1,4,02:40:00,403
1,4,02:45:00,689
1,4,02:50:00,556
1,4,02:55:00,390
1,4,03:00:00,657
1,4,03:05:00,451
1,4,03:10:00,501
1,4,03:15:00,781
1,4,03:20:00,523
1,4,03:25:00,623
1,4,03:30:00,511
1,4,03:35:00,592
1,4,03:40:00,794
1,4,03:45:00,681
1,4,03:50:00,675
1,4,03:55:00,505
1,4,04:00:00,693
1,4,04:05:00,678
1,4,04:10:00,658
1,4,04:15:00,982
1,4,04:20:00,775
1,4,04:25:00,1018
1,4,04:30:00,912
1,4,04:35:00,697
1,4,04:40:00,852
1,4,04:45:00,1099
1,4,04:50:00,986
1,4,04:55:00,808
1,4,05:00:00,722
1,4,05:05:00,985
1,4,05:10:00,841
1,4,05:15:00,935
1,4,05:20:00,911
1,4,05:25:00,1209
1,4,05:30:00,1135
1,4,05:35:00,1145
1,4,05:40:00,1104
1,4,05:45:00,1339
1,4,05:50:00,1055
1,4,05:55:00,1130
1,4,06:00:00,1090
1,4,06:05:00,1140
1,4,06:10:00,1172
1,4,06:15:00,912
1,4,06:20:00,1240
1,4,06:25:00,1157
1,4,06:30:00,1201
1,4,06:35:00,1688
1,4,06:40:00,1381
1,4,06:45:00,1611
1,4,06:50:00,1895
1,4,06:55:00,1391
1,4,07:00:00,1715
1,4,07:05:00,1862
1,4,07:10:00,1594
1,4,07:15:00,1692
1,4,07:20:00,1925
1,4,07:25:00,1550
1,4,07:30:00,1530
1,4,07:35:00,1487
1,4,07:40:00,1928
1,4,07:45:00,1936
1,4,07:50:00,1910
1,4,07:55:00,1789
1,4,08:00:00,1817
1,4,08:05:00,1891
1,4,08:10:00,2056
1,4,08:15:00,1978
1,4,08:20:00,1939
1,4,08:25:00,1923
1,4,08:30:00,1935
1,4,08:35:00,2233
1,4,08:40:00,2460
1,4,08:45:00,2355
1,4,08:50:00,2604
1,4,08:55:00,2171
1,4,09:00:00,2021
1,4,09:05:00,2552
1,4,09:10:00,2548
1,4,09:15:00,2644
1,4,09:20:00,2449
1,4,09:25:00,2792
1,4,09:30:00,3076
1,4,09:35:00,2560
1,4,09:40:00,3227
1,4,09:45:00,2865
1,4,09:50:00,3020
1,4,09:55:00,3522
1,4,10:00:00,2876
1,4,10:05:00,3354
1,4,10:10:00,3787
1,4,10:15:00,3371
1,4,10:20:00,3453
1,4,10:25:00,3445
1,4,10:30:00,3534
1,4,10:35:00,4309
1,4,10:40:00,3850
1,4,10:45:00,3373
1,4,10:50:00,3923
1,4,10:55:00,3805
1,4,11:00:00,3911
1,4,11:05:00,3515
1,4,11:10:00,4465
1,4,11:15:00,4597
1,4,11:20:00,3902
1,4,11:25:00,4378
1,4,11:30:00,4081
1,4,11:35:00,4081
1,4,11:40:00,4285
1,4,11:45:00,4043
1,4,11:50:00,3768
1,4,11:55:00,4262
1,4,12:00:00,4404
1,4,12:05:00,4254
1,4,12:10:00,4555
1,4,12:15:00,3684
1,4,12:20:00,3796
1,4,12:25:00,4125
1,4,12:30:00,4437
1,4,12:35:00,4311
1,4,12:40:00,3686
1,4,12:45:00,4912
1,4,12:50:00,4236
1,4,12:55:00,4103
1,4,13:00:00,4580
1,4,13:05:00,4359
1,4,13:10:00,4457
1,4,13:15:00,4331
1,4,13:20:00,3852
1,4,13:25:00,4820
1,4,13:30:00,4264
1,4,13:35:00,4147
1,4,13:40:00,4333
1,4,13:45:00,4244
1,4,13:50:00,3963
1,4,13:55:00,3844
1,4,14:00:00,4131
1,4,14:05:00,4690
1,4,14:10:00,4515
1,4,14:15:00,4293
1,4,14:20:00,4835
1,4,14:25:00,4527
1,4,14:30:00,4498
1,4,14:35:00,4793
1,4,14:40:00,4612
1,4,14:45:00,4515
1,4,14:50:00,4298
1,4,14:55:00,4274
1,4,15:00:00,4387
1,4,15:05:00,4789
1,4,15:10:00,4530
1,4,15:15:00,4682
1,4,15:20:00,4522
1,4,15:25:00,4619
1,4,15:30:00,4051
1,4,15:35:00,4241
1,4,15:40:00,4153
1,4,15:45:00,4310
1,4,15:50:00,4399
1,4,15:55:00,3773
1,4,16:00:00,3775
1,4,16:05:00,3852
1,4,16:10:00,4085
1,4,16:15:00,4249
1,4,16:20:00,4318
1,4,16:25:00,4089
1,4,16:30:00,4357
1,4,16:35:00,4087
1,4,16:40:00,3885
1,4,16:45:00,4009
1,4,16:50:00,4361
1,4,16:55:00,4075
1,4,17:00:00,3457
1,4,17:05:00,4116
1,4,17:10:00,4187
1,4,17:15:00,4200
1,4,17:20:00,4572
1,4,17:25:00,4229
1,4,17:30:00,3756
1,4,17:35:00,4856
1,4,17:40:00,4816
1,4,17:45:00,4540
1,4,17:50:00,4594
1,4,17:55:00,4263
1,4,18:00:00,4226
1,4,18:05:00,4666
1,4,18:10:00,3547
1,4,18:15:00,4593
1,4,18:20:00,3834
1,4,18:25:00,3812
1,4,18:30:00,4065
1,4,18:35:00,3709
1,4,18:40:00,3678
